gene symbol,mean r-value,mean slope,H0351.2001 r-value,H0351.1012 r-value,H0351.2002 r-value,H0351.1016 r-value,H0351.1015 r-value,H0351.1009 r-value,t,p
AK2,0.252449,0.024508,0.44859615998421315,0.32039383405504768,0.17300857272692682,0.03746999360020728,0.18263469048055489,0.35259140218045254,4.20827571287,0.0084221912147876433
AK4,-0.044539,-0.003484,0.16495959656428391,0.032674508354855823,-0.014783802266104826,-0.15107207989915752,-0.26496369035944256,-0.034047046887211496,-0.680161597064,0.5266129847462655
AKT1,0.038706,0.00296,0.0072135083258827162,-0.16170596521783753,-0.025677108675825459,0.10028114248890042,0.27364661955671588,0.038478073487491361,0.507398073686,0.63345722755555234
AKT2,-0.045383,-0.005948,0.14789546425701411,-0.16589874407868896,-0.2993702964924928,0.0034422106817020193,0.13134185424695483,-0.089705524505868536,-0.848649032484,0.43481332561484537
ALAD,0.0033,0.000563,-0.24003605598412464,-0.12269022346354998,-0.034949546137694826,-0.011071404615285196,0.34243070171555529,0.086114658890965479,0.0719996056904,0.94539353965077444
ALAS1,0.175459,0.017496,0.011132936407942563,0.082484748458047208,0.16478169673423013,0.26650713665908282,0.31345985907508578,0.21438570504043103,4.14702039071,0.0089358848074435459
ALAS2,0.110538,0.010934,0.22131156556757639,0.13114526377392138,0.11950945780843918,0.24827376215779082,-0.16091427919654069,0.10390294531518041,2.07161921509,0.093047867760722477
ALB,-0.045029,-0.004437,0.020780896958169173,-0.071087342965018591,-0.18359572407615735,-0.031816372828108778,0.0069826605262136559,-0.011437274618743944,-1.56037404554,0.17942068914276232
ALCAM,-0.113477,-0.01032,-0.31671864433417019,-0.0093380027978986098,-0.12205611279608289,-0.11068736357701048,-0.15574666594010445,0.033687143527426522,-2.22324745969,0.07681403107127277
ALDH1A1,0.06227,0.005822,0.2952735448205952,0.055176570665346966,-0.10957881189735763,0.015033396438328241,-0.1369667185901989,0.25468431315740592,0.874369587301,0.42192133243588348
ALDH2,-0.029066,-0.002945,0.16533952521672526,-0.10588527529776949,0.013486736305953498,-0.042142073145465947,-0.15968609941290482,-0.045510291965983246,-0.78600468857,0.46746132449693711
ALDH1B1,0.191162,0.020012,-0.036876439727443082,0.3000721880651076,0.099616710425484992,0.29898461334813137,0.28372654714254247,0.20144804499953284,3.25322053556,0.02261495982582902
ALDH1A3,0.151303,0.014281,0.33815262841675364,0.050553352141059965,0.11522168545780259,0.11561171044447818,0.19141414441829377,0.096862388547235279,4.55842078154,0.0060656509660489168
ALDH3B1,0.129672,0.01302,0.039894808811031281,0.19039065353940726,0.013499264632837632,0.1981924082024229,0.20630750290560096,0.12974743181267381,3.43616969569,0.018511758893614057
ALDH9A1,0.034136,0.002286,0.21639684538351014,0.028361806754914683,0.13705053568665335,0.049267071148163546,-0.24336707780597652,0.017108596686560364,0.427420265205,0.68685522274349553
ALDH3A2,-0.01942,-0.001266,0.20826348963844885,0.14144168849970887,-0.11531530428816768,-0.1221147654956099,-0.11846780673754456,-0.11032573563719543,-0.225447768058,0.83055599711819772
ABCD2,0.102067,0.009892,0.029418153059590689,0.07064470363186269,-0.18329765258683844,0.15695633626272387,0.3173616720254645,0.2213217196155893,1.45664462103,0.20499537789310965
ALDOA,0.049819,0.003659,-0.086505881873777016,-0.083075994818157833,-0.061195695233231227,0.29241389264464313,0.1454092526014058,0.09186616401055317,0.652334318421,0.54298160543575991
ALDOC,0.196818,0.019508,0.092161159929628936,0.23672579775621383,0.032874652445222585,0.25652036206370016,0.33380753242819799,0.2288198804625716,4.09573248195,0.0093939556718293203
AKR1B1,0.202646,0.019833,0.15450083725960798,0.036231676851445897,0.12781675263596165,0.25405306253968973,0.37259883736071026,0.27067535028577738,4.19148530455,0.0085595228826202234
ALK,-0.019262,-0.000953,-0.022948105080433542,-0.025825166747305069,0.15569647184426205,-0.22528708561490077,-0.097210997471256083,0.10000240554188422,-0.192914773506,0.85461703136659928
ALOX5,-0.087258,-0.007778,-0.09635004510426376,-0.14333957230756045,0.069555369388777738,-0.17185288066016868,-0.18248338286324134,0.00092491205097111986,-1.96947914953,0.10599460518929996
ALOX5AP,-0.069668,-0.005868,-0.18026685171974557,-0.014642795734315773,0.016503859746534483,-0.084105130126924763,-0.11765628630015536,-0.037838152273409024,-2.4727251022,0.056341512752395267
ALOX12B,-0.052166,-0.005116,0.049760368130783175,0.014517854280685527,-0.087392742365948434,-0.092223616209931414,0.0082821386640390612,-0.20593722050777866,-1.34861040945,0.23532440384420755
ALOX12P2,-0.056927,-0.005419,-0.16726557433295428,0.10536701424450483,-0.19196983907636214,0.14578376459875422,-0.078281887729162225,-0.15519729301555613,-0.92765805708,0.39615957125139101
ALOX15B,-0.010723,0.000464,-0.058711607082217024,0.22322923632487246,0.028951298490807093,-0.082977515406138375,-0.093340290573194526,-0.08149068384761525,0.0840858572498,0.93625101321463222
ALPL,-0.08528,-0.00804,-0.23497723701337409,-0.12262369107444621,-0.029111525982932648,-0.021737496694297184,-0.11005521757947527,0.0068242852620943361,-2.51475282399,0.053516392950493472
ALPP,0.082493,0.006985,0.34697727676364215,0.2185469231571481,-0.024078373115812828,0.15214037115381962,-0.12580230353328878,-0.072828157168616667,1.03297709899,0.34896664903224162
ALPPL2,0.084572,0.009429,0.26176791877821814,0.29619277523068832,0.039013012730537387,0.090255460643584445,-0.065045556795540999,-0.11475411182616574,1.16829657028,0.2953568409250904
ALX3,0.146898,0.014294,0.24956240293497012,0.15498844867627937,0.086250805972737321,0.20771770349048715,0.13098168775506458,0.051888268363416867,5.15150333306,0.0036103359609926671
AMD1,0.034747,0.003236,0.29690247019668875,0.080989899432497583,-0.088181743877907434,-0.058373416607899478,-0.1104855591610167,0.087630939560871327,0.600507694637,0.57434745765650574
AMFR,0.064307,0.006958,0.22659934742595908,0.19061703440156183,0.21967858989987774,-0.055488684216648543,-0.042364302354121308,-0.15319818012743833,1.0468658988,0.34310632725789253
AMH,0.013004,0.000906,-0.12753231847139299,-0.11108204901903973,-0.10867859935834749,0.19678306853027683,0.028636474433698534,0.1998994397173513,0.145615940537,0.88991289138345198
AMPD2,-0.01775,-0.002498,-0.073067884361814051,-0.37314106108389089,-0.11676133517467764,0.20713122726560995,0.096204816790588565,0.15313246059737021,-0.289270906934,0.78398471689907179
AMPD3,0.209901,0.019678,0.21209808440421454,0.12180641326283406,0.14218662009759239,0.1358242013057698,0.38717467170988318,0.26031710807452874,5.18071409509,0.0035232153101250876
AMPH,-0.002748,-0.001217,-0.1652195994564265,-0.052948451694608586,-0.086884075904817629,0.20994635777045526,0.063222289887048991,0.015395036641239144,-0.27108119892,0.79716386621493573
BIN1,-0.038759,-0.003636,0.109814977297681,-0.13632910550344485,-0.090267239930939061,-0.083428082019113295,-0.051445607507923978,0.019103396156778182,-0.992709526823,0.36643229255610232
AMT,-0.100642,-0.011772,0.14534692991552484,-0.39382927135016604,-0.34624182549560573,-0.046783379073865254,0.089878630465409337,-0.052223704863677375,-1.18087906521,0.29075797549139842
